provider-name,street,city,state,country,number,website link,in this location
Affiliated Dermatologists , 13800 W NORTH AVE STE 100, BROOKFIELD,Wisconsin, United States     ,(262) 754-4488,http://affiliatedderm.com,Vbeam ®  Perfecta
Affiliated Dermatologists , 14555 W NATIONAL AVE STE 190, New Berlin,Wisconsin, United States     ,(262) 754-4488,http://affiliatedderm.com,Vbeam ®  Perfecta
ProHealth Care Inc. , 195 DISCOVERY DR FL 2, BROOKFIELD,Wisconsin, United States     ,(262) 696-0808,https://www.prohealthcare.org/facility-waukesha-prohealth-waukesha-memorial-hospital,Vbeam ®  Perfecta
"Anew Skin & Wellness, LLC ", 19265 W CAPITOL DR STE 100, BROOKFIELD,Wisconsin, United States     ,(262) 373-1810,https://www.anewsw.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Froedtert Health, INC ", N74W12501 LEATHERWOOD CT, MENOMONEE FALLS,WISCONSIN, United States     ,,,
ELMBROOK MEMORIAL , 19333 W NORTH AVE, BROOKFIELD,Wisconsin, United States     ,(262) 785-2100,https://mywheaton.org/rejuva,Vbeam ®  Perfecta
Dr. Linda G. Rabinowitz , 10303 N PORT WASHINGTON RD STE 103B, Mequon,Wisconsin, United States     ,(262) 241-1111,http://pediatricdermlaser.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
THE RITZ LASER & SKIN CARE CENTER , 17585 West North Avenue Suite 130 Attn:  Kathleen Buschmann, Brookfield,Wisconsin, United States     ,,,
Bonness Cosmetic Surgery & Spa Vita , 20611 WATERTOWN RD STE D, Waukesha,Wisconsin, United States     ,(262) 782-7021,https://drbonness.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"AURORA ADVANCED HEALTHCARE, INC. ", N84W16889 MENOMONEE AVE, MENOMONEE FALLS,Wisconsin, United States     ,(262) 387-8280,https://aah.org,Vbeam ®  Perfecta
"AURORA ADVANCED HEALTHCARE, INC. ", 12203 CORPORATE PKWY, MEQUON,Wisconsin, United States     ,(262) 387-8280,https://aah.org,Vbeam ®  Perfecta
Aurora Health Care - Waukesha , W231N1440 CORPORATE CT STE 305, WAUKESHA,Wisconsin, United States     ,(262) 896-6000,https://aurora.org,Vbeam ®  Perfecta
Aurora Health Care - Waukesha , 36500 AURORA DR, Summit,Wisconsin, United States     ,(262) 896-6000,https://aurora.org,Vbeam ®  Perfecta
Gateway Aesthetic Institute & Laser Center , 440 W 200 S STE 250, Salt Lake City,Utah, United States     ,(801) 595-1600,http://gatewaylasercenter.com,Vbeam ®  Perfecta
Barr Aesthetics , 24 S 1100 E STE 102, SALT LAKE CITY,Utah, United States     ,(801) 532-0204,https://barraesthetics.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Primary Children’s Hospital , 100 N MARIO CAPECCHI DR, SALT LAKE CITY,Utah, United States     ,(801) 662-1000,,
University of Utah , 50 N MEDICAL DR, Salt Lake City,Utah, United States     ,(801) 201-2771,http://www.docstolman.com/contact.shtml,"PicoWay ® , Gentle Pro ™  Series, Vbeam ®  Perfecta"
Intermountain HealthCare , 389 S 900 E, Salt Lake City,Utah, United States     ,(208) 238-7001,https://intermountainhealthcare.org/about/contact/,Vbeam ®  Perfecta
Swinyer Woseth Dermatology , 1548 E 4500 S STE 202, SALT LAKE CITY,Utah, United States     ,(801) 266-8841,http://www.dwoseth.com/,Vbeam ®  Perfecta
Intermountain HealthCare , 3845 W 4700 S FL 2, TAYLORSVILLE,UTAH, United States     ,(208) 238-7001,https://intermountainhealthcare.org/about/contact/,"Vbeam ®  Perfecta, CO2RE ®"
University of Utah ," 243 East 6100 South, Floor 3-Aesthetics Center", Murray,Utah, United States     ,(801) 201-2771,http://www.docstolman.com/contact.shtml,Vbeam ®  Perfecta
Ogden Clinic , 1560 RENAISSANCE TOWNE DR, Bountiful,Utah, United States     ,(801) 476-2375,https://www.ogdenclinic.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
University of Utah , 6095 S FASHION BLVD STE 270, SALT LAKE CITY,Utah, United States     ,(801) 201-2771,http://www.docstolman.com/contact.shtml,Vbeam ®  Perfecta
Bahr Dermatology , 25 W 500 S STE 100, Bountiful,Utah, United States     ,(801) 298-1514,https://bahrdermatology.com,Vbeam ®  Perfecta
Intermountain HealthCare , 6272 S HIGHLAND DR, Murray,Utah, United States     ,(208) 238-7001,https://intermountainhealthcare.org/about/contact/,"Vbeam ®  Perfecta, Gentle Pro ™  Series, CO2RE ®"
Intermountain HealthCare , 390 N MAIN ST, BOUNTIFUL,Utah, United States     ,(208) 238-7001,https://intermountainhealthcare.org/about/contact/,"CO2RE ® , Vbeam ®  Perfecta"
IHC DERMATOLOGY CLINIC , 390 N MAIN ST, Bountiful,Utah, United States     ,,,
Intermountain HealthCare , 3723 W 12600 S STE 270, RIVERTON,Utah, United States     ,(208) 238-7001,https://intermountainhealthcare.org/about/contact/,"Nordlys ™ , Gentle Pro ™  Series, Vbeam ®  Perfecta"
Intermountain HealthCare , 1350 N 500 E, LOGAN,Utah, United States     ,(208) 238-7001,https://intermountainhealthcare.org/about/contact/,"Vbeam ®  Perfecta, CO2RE ®"
Intermountain HealthCare , 9450 S 1300 E, SANDY,UTAH, United States     ,(208) 238-7001,https://intermountainhealthcare.org/about/contact/,Vbeam ®  Perfecta
Clarity Skin , 11762 S STATE ST STE 200, DRAPER,Utah, United States     ,(801) 571-2040,http://clarityskin.com/about/staff/,"VelaShape ® , Nordlys ™ , Profound ™ , Matrix ™ , PicoWay ® , Gentle Pro ™  Series, Vbeam ®  Perfecta"
Adora Day Spa , 123 WESTERN HILLS BLVD, CHEYENNE,Wyoming, United States     ,(307) 773-8520,http://www.adoradayspa.com,Vbeam ®  Perfecta
